scene_id,vent_id,vent_type,lat,lon,qc,comment,infrastructure_update,plume_id,link
GAO20210513t160410p0000,7.0,Conveyor belt for coal?,39.8879433932837,-80.1985969649865,nondetect,cloud,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t160410p0000#17.0/39.8879433932837/-80.19859696498650
ang20221024t180037,7.0,Conveyor belt for coal?,39.8879433932837,-80.1985969649865,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t180037#17.0/39.8879433932837/-80.19859696498650
ang20221009t182331,7.0,Conveyor belt for coal?,39.8879433932837,-80.1985969649865,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t182331#17.0/39.8879433932837/-80.19859696498650
GAO20210514t131258p0000,7.0,Conveyor belt for coal?,39.8879433932837,-80.1985969649865,none,none,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210514t131258p0000#17.0/39.8879433932837/-80.19859696498650
ang20221103t161828,8.0,Ventilation Shaft,40.0954271539909,-80.2974926513976,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t161828#17.0/40.0954271539909/-80.29749265139760
ang20221011t181926,8.0,Ventilation Shaft,40.0954271539909,-80.2974926513976,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t181926#17.0/40.0954271539909/-80.29749265139760
ang20221103t161828,9.0,Ventilation Shaft,40.06114504345,-80.3148146199888,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t161828#17.0/40.06114504345/-80.31481461998880
ang20221011t181926,9.0,Ventilation Shaft,40.06114504345,-80.3148146199888,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t181926#17.0/40.06114504345/-80.31481461998880
GAO20210513t143909p0000,10.0,Ventilation Shaft,40.0571107041796,-80.3655870357685,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t143909p0000#17.0/40.0571107041796/-80.36558703576850
ang20221003t175331,10.0,Ventilation Shaft,40.0571107041796,-80.3655870357685,nondetect,I think the shiny globes make artifacts,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t175331#17.0/40.0571107041796/-80.36558703576850
ang20221103t163129,10.0,Ventilation Shaft,40.0571107041796,-80.3655870357685,nondetect,I think the shiny globes make artifacts,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t163129#17.0/40.0571107041796/-80.36558703576850
GAO20210521t135234p0000,10.0,Ventilation Shaft,40.0571107041796,-80.3655870357685,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t135234p0000#17.0/40.0571107041796/-80.36558703576850
GAO20210515t134113p0000,10.0,Ventilation Shaft,40.0571107041796,-80.3655870357685,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t134113p0000#17.0/40.0571107041796/-80.36558703576850
GAO20210513t150800p0000,11.0,Ventilation Shaft,40.0351818693601,-80.3269216374912,hide,hits edge of scene,,GAO20210513t150800p0000-B,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t150800p0000#17.0/40.0351818693601/-80.32692163749120
GAO20210514t125900p0000,12.0,Ventilation Shaft,39.9976436027885,-80.2251114485573,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210514t125900p0000#17.0/39.9976436027885/-80.22511144855730
GAO20210515t142544p0000,12.0,Ventilation Shaft,39.9976436027885,-80.2251114485573,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t142544p0000#17.0/39.9976436027885/-80.22511144855730
GAO20210513t155053p0000,12.0,Ventilation Shaft,39.9976436027885,-80.2251114485573,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t155053p0000#17.0/39.9976436027885/-80.22511144855730
GAO20210521t151830p0000,12.0,Ventilation Shaft,39.9976436027885,-80.2251114485573,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t151830p0000#17.0/39.9976436027885/-80.22511144855730
GAO20210813t143551p0000,14.0,Ventilation Shaft,39.8131594853545,-80.5172316102588,none,similar ground enhancement visible in 2 scenes,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t143551p0000#17.0/39.8131594853545/-80.51723161025880
GAO20210813t142433p0000,14.0,Ventilation Shaft,39.8131594853545,-80.5172316102588,none,similar ground enhancement visible in 2 scenes,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t142433p0000#17.0/39.8131594853545/-80.51723161025880
GAO20210515t132309p0000,15.0,Ventilation Shaft,39.8978945595954,-80.4322666229858,unsure,likely hide because entire scene is so enhanced.,,GAO20210515t132309p0000-B,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t132309p0000#17.0/39.8978945595954/-80.43226662298580
GAO20210521t131640p0000,15.0,Ventilation Shaft,39.8978945595954,-80.4322666229858,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0000#17.0/39.8978945595954/-80.43226662298580
GAO20210513t141020p0000,15.0,Ventilation Shaft,39.8978945595954,-80.4322666229858,pass,,,GAO20210513t141020p0000-A,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t141020p0000#17.0/39.8978945595954/-80.43226662298580
ang20221011t180824,17.0,Well,39.8606302072905,-80.4224178523675,pass,added new plume.,,ang20221011t180824-E,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t180824#17.0/39.8606302072905/-80.42241785236750
ang20221003t160932,17.0,Well,39.8606302072905,-80.4224178523675,pass,added new plume.,,ang20221003t160932-H,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t160932#17.0/39.8606302072905/-80.42241785236750
GAO20210521t131640p0000,17.0,Well,39.8606302072905,-80.4224178523675,nondetect,I think this is a plume but it intersects other plume.,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0000#17.0/39.8606302072905/-80.42241785236750
ang20221011t181926,18.0,Well,39.8615765667117,-80.4056897117191,pass,added plume. similar ground enhancement visible in 2 scenes,,ang20221011t181926-E,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t181926#17.0/39.8615765667117/-80.40568971171910
GAO20210515t132309p0000,18.0,Well,39.8615765667117,-80.4056897117191,nondetect,scene too enhanced by upwind plumes to tell if this is a plume.,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t132309p0000#17.0/39.8615765667117/-80.40568971171910
GAO20210813t144305p0000,18.0,Well,39.8615765667117,-80.4056897117191,none,noisy scene.,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t144305p0000#17.0/39.8615765667117/-80.40568971171910
GAO20210521t131640p0001,18.0,Well,39.8615765667117,-80.4056897117191,nondetect,scene too enhanced by upwind plumes to tell if this is a plume.,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0001#17.0/39.8615765667117/-80.40568971171910
ang20221003t160932,18.0,Well,39.8615765667117,-80.4056897117191,pass,added plume.,,ang20221003t160932-I,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t160932#17.0/39.8615765667117/-80.40568971171910
GAO20210513t141020p0000,18.0,Well,39.8615765667117,-80.4056897117191,nondetect,scene too enhanced by upwind plumes to tell if this is a plume.,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t141020p0000#17.0/39.8615765667117/-80.40568971171910
ang20221103t161828,18.0,Well,39.8615765667117,-80.4056897117191,unsure,may be over-enhanced by plume to the south.,,ang20221103t161828-H,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t161828#17.0/39.8615765667117/-80.40568971171910
GAO20210521t131640p0000,18.0,Well,39.8615765667117,-80.4056897117191,nondetect,scene too enhanced by upwind plumes to tell if this is a plume.,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0000#17.0/39.8615765667117/-80.40568971171910
GAO20210813t143918p0000,18.0,Well,39.8615765667117,-80.4056897117191,none,noisy scene.,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t143918p0000#17.0/39.8615765667117/-80.40568971171910
GAO20210515t132309p0000,19.0,Ventilation Shaft,39.8592670485697,-80.4001528575606,hide,added new plume. Cut off by edge. Hide emission.,Well,GAO20210515t132309p0000-A,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t132309p0000#17.0/39.8592670485697/-80.40015285756060
GAO20210521t131640p0000,19.0,Ventilation Shaft,39.8592670485697,-80.4001528575606,nondetect,"on edge, too enhanced to tell if there's a plume.",,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0000#17.0/39.8592670485697/-80.40015285756060
ang20221024t183453,20.0,Well,39.9502775426162,-80.2547693889605,pass,added plume. plume persistent in other scenes.,,ang20221024t183453-H,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t183453#17.0/39.9502775426162/-80.25476938896050
GAO20210513t153658p0000,20.0,Well,39.9502775426162,-80.2547693889605,none,no wellpad yet,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t153658p0000#17.0/39.9502775426162/-80.25476938896050
GAO20210521t150211p0000,20.0,Well,39.9502775426162,-80.2547693889605,none,no wellpad yet,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t150211p0000#17.0/39.9502775426162/-80.25476938896050
ang20221009t184703,20.0,Well,39.9502775426162,-80.2547693889605,unsure,added plume. plume persistent in other scenes.,,ang20221009t184703-I,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t184703#17.0/39.9502775426162/-80.25476938896050
ang20221009t185838,20.0,Well,39.9502775426162,-80.2547693889605,unsure,added plume.,,ang20221009t185838-C,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t185838#17.0/39.9502775426162/-80.25476938896050
ang20221024t182326,20.0,Well,39.9502775426162,-80.2547693889605,unsure,added plume. plume persistent in other scenes. wdir a bit off but down-valley.,,ang20221024t182326-G,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t182326#17.0/39.9502775426162/-80.25476938896050
GAO20210515t141643p0000,20.0,Well,39.9502775426162,-80.2547693889605,none,no wellpad yet,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t141643p0000#17.0/39.9502775426162/-80.25476938896050
GAO20210513t150800p0000,22.0,Ventilation Shaft,39.9441764179272,-80.3206480029145,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t150800p0000#17.0/39.9441764179272/-80.32064800291450
GAO20210513t145258p0000,22.0,Ventilation Shaft,39.9441764179272,-80.3206480029145,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t145258p0000#17.0/39.9441764179272/-80.32064800291450
GAO20210515t135117p0000,22.0,Ventilation Shaft,39.9441764179272,-80.3206480029145,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t135117p0000#17.0/39.9441764179272/-80.32064800291450
GAO20210521t142744p0000,22.0,Ventilation Shaft,39.94331410563392,-80.3203416988314,nondetect,edge,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t142744p0000#17.0/39.94331410563392/-80.32034169883140
GAO20210515t135940p0000,22.0,Ventilation Shaft,39.9441764179272,-80.3206480029145,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t135940p0000#17.0/39.9441764179272/-80.32064800291450
ang20221011t183044,22.0,Ventilation Shaft,39.9441764179272,-80.3206480029145,unsure,hard to tell if this is a plume because of high enhancement but it doesn't follow RBG and wind is same as other plume in scene.,,ang20221011t183044-C,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t183044#17.0/39.9441764179272/-80.32064800291450
ang20221103t160514,22.0,Ventilation Shaft,39.9441764179272,-80.3206480029145,none,mfa missing,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t160514#17.0/39.9441764179272/-80.32064800291450
GAO20210521t140904p0000,22.0,Ventilation Shaft,39.9441764179272,-80.3206480029145,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t140904p0000#17.0/39.9441764179272/-80.32064800291450
ang20221011t181926,23.0,Ventilation Shaft,39.9640694496495,-80.3632073668666,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t181926#17.0/39.9640694496495/-80.36320736686660
ang20221103t161828,23.0,Ventilation Shaft,39.9640694496495,-80.3632073668666,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t161828#17.0/39.9640694496495/-80.36320736686660
ang20221003t175331,24.0,Prep Plant,39.9733212316325,-80.4123785337338,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t175331#17.0/39.9733212316325/-80.41237853373380
GAO20210521t131640p0000,24.0,Prep Plant,39.9733212316325,-80.4123785337338,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0000#17.0/39.9733212316325/-80.41237853373380
GAO20210515t132309p0000,24.0,Prep Plant,39.9733212316325,-80.4123785337338,none,"scene very enhanced, hard to tell where it originates",,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t132309p0000#17.0/39.9733212316325/-80.41237853373380
GAO20210513t141020p0000,24.0,Prep Plant,39.9733212316325,-80.4123785337338,none,"some enhancements in this scene, hard to tell where they originate",,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t141020p0000#17.0/39.9733212316325/-80.41237853373380
ang20221011t174609,25.0,Ventilation Shaft,40.0961516558176,-80.3969341222445,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t174609#17.0/40.0961516558176/-80.39693412224450
ang20221003t174156,25.0,Ventilation Shaft,40.0961516558176,-80.3969341222445,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t174156#17.0/40.0961516558176/-80.39693412224450
ang20221103t155207,26.0,Ventilation Shaft,39.954161,-80.248326,nondetect,off-scene,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t155207#17.0/39.954161/-80.2483260
ang20221011t181926,27.0,Well,39.8566334117666,-80.4084880952055,none,enhancment but could be artifact,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t181926#17.0/39.8566334117666/-80.40848809520550
GAO20210515t132309p0000,27.0,Well,39.8566334117666,-80.4084880952055,nondetect,there's a blobby enhancement but this whole scene is so enhanced we can't drop a plume here,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t132309p0000#17.0/39.8566334117666/-80.40848809520550
ang20221103t153837,27.0,Well,39.8566334117666,-80.4084880952055,unsure,deleted plume here - should we add it back?,,ang20221103t153837-L,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t153837#17.0/39.8566334117666/-80.40848809520550
ang20221103t161828,27.0,Well,39.8566334117666,-80.4084880952055,none,small enhancement,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221103t161828#17.0/39.8566334117666/-80.40848809520550
ang20221003t160932,27.0,Well,39.8566334117666,-80.4084880952055,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t160932#17.0/39.8566334117666/-80.40848809520550
GAO20210521t131640p0000,27.0,Well,39.8566334117666,-80.4084880952055,nondetect,there's a blobby enhancement but this whole scene is so enhanced we can't drop a plume here,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t131640p0000#17.0/39.8566334117666/-80.40848809520550
ang20221003t174156,28.0,Ventilation Shaft,40.1139076619599,-80.3820858793898,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221003t174156#17.0/40.1139076619599/-80.38208587938980
ang20221011t174609,28.0,Ventilation Shaft,40.1139076619599,-80.3820858793898,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221011t174609#17.0/40.1139076619599/-80.38208587938980
ang20221024t180037,31.0,Ventilation Shaft,39.8885742454287,-80.1944056450378,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t180037#17.0/39.8885742454287/-80.19440564503780
GAO20210514t131258p0000,31.0,Ventilation Shaft,39.8885742454287,-80.1944056450378,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210514t131258p0000#17.0/39.8885742454287/-80.19440564503780
GAO20210513t160410p0000,31.0,Ventilation Shaft,39.8885742454287,-80.1944056450378,nondetect,cloud,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t160410p0000#17.0/39.8885742454287/-80.19440564503780
GAO20210515t143339p0000,31.0,Ventilation Shaft,39.8885742454287,-80.1944056450378,nondetect,"looks like there could be a plume, but whole scene is so enhanced from gigantic plume upwind.",,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t143339p0000#17.0/39.8885742454287/-80.19440564503780
GAO20210521t153629p0000,31.0,Ventilation Shaft,39.8885742454287,-80.1944056450378,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t153629p0000#17.0/39.8885742454287/-80.19440564503780
ang20221009t182331,31.0,Ventilation Shaft,39.8885742454287,-80.1944056450378,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t182331#17.0/39.8885742454287/-80.19440564503780
GAO20210515t142544p0000,32.0,Settling Pond,39.8837147216303,-80.2072253884033,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t142544p0000#17.0/39.8837147216303/-80.20722538840330
GAO20210514t131258p0000,32.0,Settling Pond,39.8837147216303,-80.2072253884033,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210514t131258p0000#17.0/39.8837147216303/-80.20722538840330
GAO20210513t155053p0000,32.0,Settling Pond,39.8837147216303,-80.2072253884033,nondetect,cloud,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t155053p0000#17.0/39.8837147216303/-80.20722538840330
GAO20210521t153629p0000,32.0,Settling Pond,39.8837147216303,-80.2072253884033,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t153629p0000#17.0/39.8837147216303/-80.20722538840330
GAO20210521t151830p0000,32.0,Settling Pond,39.8837147216303,-80.2072253884033,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t151830p0000#17.0/39.8837147216303/-80.20722538840330
ang20221009t182331,32.0,Settling Pond,39.8837147216303,-80.2072253884033,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t182331#17.0/39.8837147216303/-80.20722538840330
GAO20210514t125900p0000,32.0,Settling Pond,39.8837147216303,-80.2072253884033,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210514t125900p0000#17.0/39.8837147216303/-80.20722538840330
ang20221024t180037,32.0,Settling Pond,39.8837147216303,-80.2072253884033,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221024t180037#17.0/39.8837147216303/-80.20722538840330
GAO20210515t143339p0000,32.0,Settling Pond,39.8837147216303,-80.2072253884033,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t143339p0000#17.0/39.8837147216303/-80.20722538840330
GAO20210513t160410p0000,32.0,Settling Pond,39.8837147216303,-80.2072253884033,nondetect,cloud,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t160410p0000#17.0/39.8837147216303/-80.20722538840330
GAO20210513t153658p0000,33.0,Well,39.79897822838,-80.2361346102604,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t153658p0000#17.0/39.79897822838/-80.23613461026040
GAO20210521t150211p0000,33.0,Well,39.79897822838,-80.2361346102604,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t150211p0000#17.0/39.79897822838/-80.23613461026040
GAO20210813t142433p0000,33.0,Well,39.79897822838,-80.2361346102604,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t142433p0000#17.0/39.79897822838/-80.23613461026040
GAO20210813t141544p0000,33.0,Well,39.79897822838,-80.2361346102604,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t141544p0000#17.0/39.79897822838/-80.23613461026040
ang20221009t182331,33.0,Well,39.79897822838,-80.2361346102604,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=ang20221009t182331#17.0/39.79897822838/-80.23613461026040
GAO20210515t141643p0000,33.0,Well,39.79897822838,-80.2361346102604,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210515t141643p0000#17.0/39.79897822838/-80.23613461026040
GAO20210813t142433p0000,34.0,Well,39.7955661333527,-80.2456081779677,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t142433p0000#17.0/39.7955661333527/-80.24560817796770
GAO20210813t141544p0000,34.0,Well,39.7955661333527,-80.2456081779677,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210813t141544p0000#17.0/39.7955661333527/-80.24560817796770
GAO20210521t150211p0000,34.0,Well,39.7955661333527,-80.2456081779677,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210521t150211p0000#17.0/39.7955661333527/-80.24560817796770
GAO20210513t153658p0000,34.0,Well,39.7955661333527,-80.2456081779677,none,,,,https://platform.carbonmapper.org/picker/?mapSearch=1&inst=&search=GAO20210513t153658p0000#17.0/39.7955661333527/-80.24560817796770
